BIKE_SPEED,BIKE_COST,OCC_HOUR,OCC_DOW,OCC_DOY,OCC_DAY,OCC_YEAR,REPORT_DAY,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_COLOUR,PREMISES_TYPE,LOCATION_TYPE,HOOD_140,NEIGHBOURHOOD_140,OCC_HOUR_BIN,SEASON,COST_CATEGORY,x,y,IS_NIGHT,IS_WEEKEND
1.0,500.0,11,6,152,1,2022,1,1105,3085,7,136,3,35,107,15,2,2,4,-0.865307254363206,0.5012418134457758,0,0
21.0,150.0,8,6,152,1,2022,1,1052,9488,3,37,1,2,135,124,2,2,4,-0.865307254363206,0.5012418134457758,0,0
8.0,1080.0,20,4,153,2,2022,2,1105,10400,7,37,0,0,76,123,1,2,2,-0.8738071036110808,0.48627270710868997,1,0
8.0,1080.0,20,4,153,2,2022,2,1105,10400,7,37,0,0,76,123,1,2,2,-0.8738071036110808,0.48627270710868997,1,0
15.0,200.0,13,6,152,1,2022,2,776,10645,3,11,1,19,82,34,0,2,4,-0.865307254363206,0.5012418134457758,0,0
9.0,1500.0,7,1,150,30,2022,2,449,10645,3,11,5,27,72,79,2,1,2,-0.8475409228928311,0.5307300481619334,0,0
3.0,0.0,9,4,153,2,2022,2,1105,10645,7,254,5,36,75,6,2,2,4,-0.8738071036110808,0.48627270710868997,0,0
21.0,0.0,0,0,154,3,2022,3,923,10645,4,255,3,35,61,35,3,2,3,-0.8820480249558537,0.4711595076738638,1,0
1.0,550.0,19,2,141,21,2022,3,1105,623,4,11,5,36,74,23,1,1,1,-0.7554933140726803,0.6551563572090853,0,1
30.0,500.0,21,6,152,1,2022,3,776,10429,7,11,0,0,34,126,1,2,4,-0.865307254363206,0.5012418134457758,1,0
1.0,2500.0,8,0,154,3,2022,3,324,10879,1,11,5,36,76,123,2,2,0,-0.8820480249558537,0.4711595076738638,0,0
1.0,250.0,12,0,154,3,2022,3,435,5158,8,11,1,19,92,32,2,2,4,-0.8820480249558537,0.4711595076738638,0,0
32.0,1580.0,1,0,154,3,2022,3,322,5349,8,37,5,36,82,34,3,2,2,-0.8820480249558537,0.4711595076738638,1,0
21.0,2487.3798828125,22,6,152,1,2022,3,749,9452,3,230,0,0,105,56,1,2,0,-0.865307254363206,0.5012418134457758,1,0
1.0,500.0,23,4,153,2,2022,3,776,2146,7,11,5,27,92,32,1,2,4,-0.8738071036110808,0.48627270710868997,1,0
21.0,900.0,12,0,147,27,2022,3,1073,4685,7,11,0,0,74,23,2,1,1,-0.8190148866680801,0.5737722679043246,0,0
1.0,0.0,11,4,153,2,2022,3,780,10645,1,11,5,36,104,68,2,2,3,-0.8738071036110808,0.48627270710868997,0,0
7.0,500.0,0,0,154,3,2022,3,915,10645,3,119,0,0,30,140,3,2,4,-0.8820480249558537,0.4711595076738638,1,0
1.0,1580.0,1,0,154,3,2022,3,324,5349,1,37,5,36,82,34,3,2,2,-0.8820480249558537,0.4711595076738638,1,0
9.0,2400.0,17,0,154,3,2022,3,537,7945,1,136,5,36,76,123,0,2,0,-0.8820480249558537,0.4711595076738638,0,0
21.0,200.0,13,0,154,3,2022,3,1105,11088,3,217,5,27,110,103,0,2,4,-0.8820480249558537,0.4711595076738638,0,0
1.0,1600.0,0,2,155,4,2022,4,324,10645,1,11,5,27,5,63,3,2,2,-0.8900275764346767,0.4559066935084588,1,1
21.0,800.0,22,2,155,4,2022,4,1073,1129,10,136,5,36,78,121,1,2,1,-0.8900275764346767,0.4559066935084588,1,1
12.0,1000.0,16,0,154,3,2022,4,1011,10645,3,11,5,27,118,129,0,2,1,-0.8820480249558537,0.4711595076738638,0,0
24.0,839.989990234375,10,2,155,4,2022,4,1105,6547,7,255,0,0,87,49,2,2,1,-0.8900275764346767,0.4559066935084588,0,1
1.0,85.0,18,2,148,28,2022,4,776,10645,8,254,2,34,92,32,0,1,4,-0.8287700871745038,0.5595892624101765,0,1
22.0,1500.0,11,2,155,4,2022,4,741,10668,5,37,5,36,74,23,2,2,2,-0.8900275764346767,0.4559066935084588,0,1
9.0,1000.0,9,2,155,4,2022,4,410,697,3,190,1,19,94,3,2,2,1,-0.8900275764346767,0.4559066935084588,0,1
24.0,1500.0,10,2,155,4,2022,4,1073,618,5,11,0,0,105,56,2,2,2,-0.8900275764346767,0.4559066935084588,0,1
14.0,350.0,12,2,155,4,2022,4,915,10973,4,11,1,19,118,129,2,2,4,-0.8900275764346767,0.4559066935084588,0,1
32.0,4000.0,17,3,149,29,2022,4,776,4798,1,11,0,0,92,32,0,1,0,-0.8382797052177744,0.545240438540651,0,1
9.0,1000.0,9,2,155,4,2022,4,410,4863,3,11,1,19,94,3,2,2,1,-0.8900275764346767,0.4559066935084588,0,1
21.0,198.0,16,2,155,4,2022,4,1105,6773,3,37,1,19,29,18,0,2,4,-0.8900275764346767,0.4559066935084588,0,1
12.0,200.0,20,2,155,4,2022,5,1011,10645,3,217,4,30,61,35,1,2,4,-0.8900275764346767,0.4559066935084588,1,1
11.0,2000.0,10,1,150,30,2022,5,636,1505,5,217,5,27,74,23,2,1,2,-0.8475409228928311,0.5307300481619334,0,0
10.0,825.0,0,3,149,29,2022,5,627,10535,3,137,3,35,85,104,3,1,1,-0.8382797052177744,0.545240438540651,1,1
24.0,300.0,1,4,153,2,2022,5,1105,10645,3,274,2,45,78,121,3,2,4,-0.8738071036110808,0.48627270710868997,1,0
14.0,3000.0,23,2,155,4,2022,5,776,7959,10,217,4,30,80,120,1,2,0,-0.8900275764346767,0.4559066935084588,1,1
21.0,650.0,11,2,155,4,2022,5,776,7308,4,136,5,36,140,84,2,2,1,-0.8900275764346767,0.4559066935084588,0,1
1.0,1000.0,20,2,155,4,2022,5,386,8145,7,37,5,36,79,95,1,2,1,-0.8900275764346767,0.4559066935084588,1,1
30.0,599.989990234375,12,2,155,4,2022,5,1073,4620,7,11,5,36,77,62,2,2,1,-0.8900275764346767,0.4559066935084588,0,1
7.0,350.0,13,2,155,4,2022,5,776,5451,3,86,0,0,54,119,0,2,4,-0.8900275764346767,0.4559066935084588,0,1
25.0,250.0,12,2,155,4,2022,5,1011,10645,7,37,1,2,35,87,2,2,4,-0.8900275764346767,0.4559066935084588,0,1
21.0,500.0,2,3,156,5,2022,5,830,9808,7,37,5,27,103,83,3,2,4,-0.8977433935342337,0.440518784350495,1,1
24.0,600.0,9,2,134,14,2022,6,410,3976,4,11,0,0,105,56,2,1,1,-0.6712599575675313,0.7412220108485958,0,1
11.0,1500.0,15,3,156,5,2022,6,150,2382,5,136,5,36,75,6,0,2,2,-0.8977433935342337,0.440518784350495,0,1
21.0,800.0,23,3,156,5,2022,6,410,3976,4,248,5,36,87,49,1,2,1,-0.8977433935342337,0.440518784350495,1,1
0.0,2200.0,2,3,156,5,2022,6,725,10645,1,14,1,2,74,23,3,2,0,-0.8977433935342337,0.440518784350495,1,1
11.0,700.0,14,3,156,5,2022,6,776,4770,5,255,5,36,74,23,0,2,1,-0.8977433935342337,0.440518784350495,0,1
18.0,100.0,6,3,156,5,2022,6,780,8220,3,119,3,35,106,93,3,2,4,-0.8977433935342337,0.440518784350495,0,1
7.0,800.0,5,0,154,3,2022,6,741,10645,7,254,4,31,78,121,3,2,1,-0.8820480249558537,0.4711595076738638,1,0
21.0,800.0,21,6,152,1,2022,6,747,11373,3,11,0,0,96,138,1,2,1,-0.865307254363206,0.5012418134457758,1,0
21.0,248.0,16,1,157,6,2022,6,776,10645,3,11,0,0,116,65,0,2,4,-0.9051931898913974,0.42500033996955416,0,0
24.0,600.0,18,1,157,6,2022,6,1073,1063,3,230,0,0,35,87,0,2,1,-0.9051931898913974,0.42500033996955416,0,0
0.0,2000.0,10,1,157,6,2022,6,324,6700,4,254,5,36,75,6,2,2,2,-0.9051931898913974,0.42500033996955416,0,0
9.0,1000.0,15,4,153,2,2022,6,150,7731,7,163,5,27,140,84,0,2,1,-0.8738071036110808,0.48627270710868997,0,0
21.0,500.0,23,3,156,5,2022,6,776,10645,3,86,5,27,35,87,1,2,4,-0.8977433935342337,0.440518784350495,1,1
0.0,0.0,17,3,156,5,2022,6,780,6718,1,11,0,0,76,123,0,2,3,-0.8977433935342337,0.440518784350495,0,1
24.0,600.0,18,1,157,6,2022,6,1073,1064,3,230,0,0,35,87,0,2,1,-0.9051931898913974,0.42500033996955416,0,0
1.0,150.0,11,3,156,5,2022,6,1105,10645,4,136,3,35,80,120,2,2,4,-0.8977433935342337,0.440518784350495,0,1
1.0,1500.0,0,1,157,6,2022,7,636,9200,5,11,3,35,108,20,3,2,2,-0.9051931898913974,0.42500033996955416,1,0
21.0,500.0,2,6,145,25,2022,7,175,10645,3,190,3,35,135,124,3,1,4,-0.7987793728863649,0.6016240632249226,1,0
21.0,0.0,23,4,153,2,2022,7,741,10645,7,11,3,35,66,98,1,2,4,-0.8738071036110808,0.48627270710868997,1,0
27.0,700.0,10,5,158,7,2022,7,776,10619,7,217,0,0,76,123,2,2,1,-0.9123747579707273,0.4093559588156213,0,0
18.0,700.0,9,5,60,1,2022,7,150,4207,3,11,0,0,76,123,2,1,1,0.5123714121284237,0.8587639582758029,0,0
1.0,664.0,20,0,154,3,2022,7,242,6893,1,136,5,36,75,6,1,2,1,-0.8820480249558537,0.4711595076738638,1,0
1.0,1129.0,17,3,156,5,2022,7,537,8941,1,136,3,35,0,125,0,2,2,-0.8977433935342337,0.440518784350495,0,1
21.0,500.0,2,6,145,25,2022,7,1011,10645,3,190,3,35,135,124,3,1,4,-0.7987793728863649,0.6016240632249226,1,0
10.0,1500.0,13,1,157,6,2022,8,776,10645,7,11,5,36,94,3,0,2,2,-0.9051931898913974,0.42500033996955416,0,0
16.0,976.320007324219,11,5,158,7,2022,8,410,3992,7,136,4,30,84,110,2,2,1,-0.9123747579707273,0.4093559588156213,0,0
12.0,1200.0,15,6,159,8,2022,8,780,6226,1,11,5,36,74,23,0,2,2,-0.9192859697186104,0.39359027665646673,0,0
3.0,600.0,1,1,157,6,2022,8,1011,8220,3,37,5,27,76,123,3,2,1,-0.9051931898913974,0.42500033996955416,1,0
11.0,2000.0,13,6,159,8,2022,8,776,3468,5,11,1,2,94,3,0,2,2,-0.9192859697186104,0.39359027665646673,0,0
25.0,2500.0,15,6,159,8,2022,8,1105,11462,1,255,5,36,74,23,0,2,0,-0.9192859697186104,0.39359027665646673,0,0
20.0,0.0,21,6,159,8,2022,8,1105,10645,7,254,5,36,75,6,1,2,4,-0.9192859697186104,0.39359027665646673,1,0
6.0,2000.0,8,1,157,6,2022,8,776,5034,1,11,4,15,31,39,2,2,2,-0.9051931898913974,0.42500033996955416,0,0
20.0,2700.0,13,6,159,8,2022,8,776,8388,5,11,1,2,94,3,0,2,0,-0.9192859697186104,0.39359027665646673,0,0
24.0,4800.0,4,5,137,17,2022,8,410,10645,3,230,0,0,125,31,3,1,0,-0.7086266782644596,0.705583610107178,1,0
0.0,0.0,16,5,158,7,2022,8,689,10645,3,11,5,36,88,107,0,2,3,-0.9123747579707273,0.4093559588156213,0,0
1.0,0.0,19,6,159,8,2022,8,38,5557,1,11,5,36,70,19,1,2,3,-0.9192859697186104,0.39359027665646673,0,0
21.0,0.0,21,5,158,7,2022,9,1073,10645,3,86,0,0,100,44,1,2,4,-0.9123747579707273,0.4093559588156213,1,0
21.0,400.0,19,6,159,8,2022,9,780,10645,4,148,2,33,73,90,1,2,4,-0.9192859697186104,0.39359027665646673,0,0
0.0,2000.0,22,1,143,23,2022,9,780,8900,1,119,0,0,71,101,1,1,2,-0.7775971469736269,0.6287628145958344,1,0
0.0,1500.0,22,1,143,23,2022,9,1117,10645,1,254,0,0,71,101,1,1,2,-0.7775971469736269,0.6287628145958344,1,0
21.0,775.0,7,6,159,8,2022,9,175,3448,3,11,3,35,70,19,2,2,1,-0.9192859697186104,0.39359027665646673,0,0
3.0,0.0,12,4,160,9,2022,9,1105,10645,7,11,4,15,73,90,2,2,4,-0.9259247771938498,0.3777079652039649,0,0
1.0,500.0,1,0,161,10,2022,10,324,5112,1,11,0,0,77,62,3,2,4,-0.9322892131745133,0.36171373072976765,1,0
26.0,0.0,17,4,160,9,2022,10,1011,10645,3,254,5,27,76,123,0,2,4,-0.9259247771938498,0.3777079652039649,0,0
21.0,600.0,20,6,159,8,2022,10,410,10645,4,248,2,34,86,50,1,2,1,-0.9192859697186104,0.39359027665646673,1,0
7.0,2500.0,15,0,161,10,2022,10,780,10645,1,263,5,36,74,23,0,2,0,-0.9322892131745133,0.36171373072976765,0,0
21.0,200.0,18,4,160,9,2022,10,776,10645,3,11,2,45,78,121,0,2,4,-0.9259247771938498,0.3777079652039649,0,0
0.0,0.0,17,5,151,31,2022,10,176,10645,4,11,2,45,78,121,0,1,3,-0.8565509959010036,0.5160623910158528,0,0
24.0,1010.0,19,4,153,2,2022,10,1117,10645,4,257,2,45,78,121,1,2,2,-0.8738071036110808,0.48627270710868997,0,0
0.0,3100.0,20,5,158,7,2022,10,780,8152,1,22,3,35,72,79,1,2,0,-0.9123747579707273,0.4093559588156213,1,0
21.0,200.0,18,4,160,9,2022,10,776,10913,3,11,2,45,78,121,0,2,4,-0.9259247771938498,0.3777079652039649,0,0
0.0,1900.0,17,4,160,9,2022,10,324,10645,1,11,5,27,76,123,0,2,2,-0.9259247771938498,0.3777079652039649,0,0
18.0,800.0,2,1,157,6,2022,10,830,10645,3,217,0,0,6,132,3,2,1,-0.9051931898913974,0.42500033996955416,1,0
21.0,650.0,20,4,160,9,2022,10,830,10645,7,37,4,15,25,33,1,2,1,-0.9259247771938498,0.3777079652039649,1,0
21.0,500.0,17,4,160,9,2022,10,175,10645,7,11,0,0,49,86,0,2,4,-0.9259247771938498,0.3777079652039649,0,0
0.0,450.0,9,4,160,9,2022,11,1117,10645,3,37,1,19,41,4,2,2,4,-0.9259247771938498,0.3777079652039649,0,0
10.0,1500.0,15,2,162,11,2022,11,564,3413,7,96,1,19,75,6,0,2,2,-0.9383773917408641,0.3456123126707335,0,1
14.0,0.0,16,0,161,10,2022,11,502,5491,7,255,4,20,97,105,0,2,4,-0.9322892131745133,0.36171373072976765,0,0
21.0,700.0,13,2,162,11,2022,11,1073,192,3,37,0,0,18,72,0,2,1,-0.9383773917408641,0.3456123126707335,0,1
21.0,1249.98999023438,9,0,161,10,2022,11,1073,6325,3,248,0,0,140,84,2,2,2,-0.9322892131745133,0.36171373072976765,0,0
18.0,500.0,2,2,162,11,2022,11,410,4845,7,255,3,35,58,29,3,2,4,-0.9383773917408641,0.3456123126707335,1,1
3.0,3700.0,18,2,162,11,2022,11,780,2125,1,11,5,36,61,35,0,2,0,-0.9383773917408641,0.3456123126707335,0,1
21.0,400.0,9,0,161,10,2022,11,176,1183,5,35,3,35,39,112,2,2,4,-0.9322892131745133,0.36171373072976765,0,0
24.0,900.0,1,1,157,6,2022,12,776,10645,3,193,3,35,69,111,3,2,1,-0.9051931898913974,0.42500033996955416,1,0
21.0,2500.0,10,4,160,9,2022,12,776,10645,4,57,1,19,75,6,2,2,0,-0.9259247771938498,0.3777079652039649,0,0
21.0,500.0,21,3,163,12,2022,12,1117,10645,3,217,5,36,72,79,1,2,4,-0.9441875088341993,0.3294084822245304,1,1
7.0,500.0,8,3,163,12,2022,12,503,10645,7,11,0,0,97,105,2,2,4,-0.9441875088341993,0.3294084822245304,0,1
1.0,229.990005493164,15,2,162,11,2022,12,776,9462,11,205,1,19,82,34,0,2,4,-0.9383773917408641,0.3456123126707335,0,1
15.0,600.0,21,4,160,9,2022,12,410,366,7,11,5,27,87,49,1,2,1,-0.9259247771938498,0.3777079652039649,1,0
8.0,600.0,5,3,163,12,2022,12,1073,1104,7,255,3,35,64,46,3,2,1,-0.9441875088341993,0.3294084822245304,1,1
8.0,0.0,5,3,163,12,2022,12,1073,10645,7,255,3,35,64,46,3,2,3,-0.9441875088341993,0.3294084822245304,1,1
24.0,1000.0,1,1,157,6,2022,12,776,10645,3,193,3,35,69,111,3,2,1,-0.9051931898913974,0.42500033996955416,1,0
24.0,0.0,11,3,156,5,2022,12,1073,3626,7,217,0,0,76,123,2,2,4,-0.8977433935342337,0.440518784350495,0,1
9.0,750.0,3,2,162,11,2022,12,1105,8322,3,230,0,0,72,79,3,2,1,-0.9383773917408641,0.3456123126707335,1,1
21.0,500.0,15,3,156,5,2022,12,830,2677,3,136,0,0,76,123,0,2,4,-0.8977433935342337,0.440518784350495,0,1
8.0,799.989990234375,0,3,121,1,2022,12,410,3995,7,11,0,0,17,85,3,1,1,-0.4900286664290592,0.8717063187093218,1,1
21.0,100.0,2,1,164,13,2022,13,1073,10645,3,11,3,35,104,68,3,2,4,-0.9497178427914316,0.3131070409358269,1,0
3.0,550.0,0,5,130,10,2022,13,548,10645,7,96,0,0,94,3,3,1,1,-0.6186714032625031,0.7856498550787147,1,0
18.0,0.0,21,3,163,12,2022,13,776,10645,3,11,3,35,25,33,1,2,4,-0.9441875088341993,0.3294084822245304,1,1
7.0,450.0,20,3,149,29,2022,13,776,5402,7,136,4,30,76,123,1,1,4,-0.8382797052177744,0.545240438540651,1,1
1.0,200.0,19,0,161,10,2022,13,64,4475,2,255,4,30,117,115,1,2,4,-0.9322892131745133,0.36171373072976765,0,0
2.0,200.0,20,1,164,13,2022,13,830,3457,3,11,1,19,74,23,1,2,4,-0.9497178427914316,0.3131070409358269,1,0
9.0,1200.0,23,2,155,4,2022,13,776,10645,7,217,4,30,58,29,1,2,2,-0.8900275764346767,0.4559066935084588,1,1
0.0,600.0,21,4,160,9,2022,13,429,5156,8,254,2,45,78,121,1,2,1,-0.9259247771938498,0.3777079652039649,1,0
1.0,500.0,15,3,163,12,2022,13,780,10645,1,11,5,36,76,123,0,2,4,-0.9441875088341993,0.3294084822245304,0,1
18.0,1500.0,5,3,163,12,2022,13,1027,3033,0,11,4,30,65,28,3,2,2,-0.9441875088341993,0.3294084822245304,1,1
50.0,1000.0,0,1,164,13,2022,13,1073,10645,4,11,4,30,31,39,3,2,1,-0.9497178427914316,0.3131070409358269,1,0
20.0,1200.0,0,1,164,13,2022,13,1105,8999,7,11,5,36,81,88,3,2,2,-0.9497178427914316,0.3131070409358269,1,0
18.0,900.0,21,3,163,12,2022,13,776,870,3,11,3,35,25,33,1,2,1,-0.9441875088341993,0.3294084822245304,1,1
21.0,100.0,2,1,164,13,2022,13,1073,10645,3,11,3,35,104,68,3,2,4,-0.9497178427914316,0.3131070409358269,1,0
24.0,700.0,18,2,155,4,2022,13,410,1543,4,193,0,0,35,87,0,2,1,-0.8900275764346767,0.4559066935084588,0,1
22.0,1000.0,0,2,148,28,2022,13,368,5657,7,37,0,0,76,123,3,1,1,-0.8287700871745038,0.5595892624101765,1,1
20.0,0.0,0,1,164,13,2022,13,1105,8961,7,11,5,36,81,88,3,2,3,-0.9497178427914316,0.3131070409358269,1,0
7.0,1000.0,9,1,164,13,2022,13,741,8677,4,155,5,27,74,23,2,2,1,-0.9497178427914316,0.3131070409358269,0,0
25.0,900.0,11,2,162,11,2022,13,1105,4761,8,11,1,3,94,3,2,2,1,-0.9383773917408641,0.3456123126707335,0,1
7.0,1000.0,1,5,165,14,2022,14,1073,3621,7,193,0,0,94,3,3,2,1,-0.9549667548552551,0.29671281927349075,1,0
18.0,600.0,15,5,165,14,2022,14,410,284,7,11,4,30,109,60,0,2,1,-0.9549667548552551,0.29671281927349075,0,0
9.0,1200.0,18,1,164,13,2022,14,776,10645,7,230,0,0,63,134,0,2,2,-0.9497178427914316,0.3131070409358269,0,0
24.0,400.0,9,3,163,12,2022,14,1073,931,3,11,5,27,25,33,2,2,4,-0.9441875088341993,0.3294084822245304,0,1
20.0,2000.0,21,1,164,13,2022,14,410,10645,7,96,0,0,81,88,1,2,2,-0.9497178427914316,0.3131070409358269,1,0
14.0,600.0,11,5,165,14,2022,14,915,5137,7,11,6,10,49,86,2,2,1,-0.9549667548552551,0.29671281927349075,0,0
21.0,5000.0,1,6,152,1,2022,14,150,10645,3,11,4,30,96,138,3,2,0,-0.865307254363206,0.5012418134457758,1,0
10.0,300.0,5,5,165,14,2022,14,175,10645,7,11,4,30,84,110,3,2,4,-0.9549667548552551,0.29671281927349075,1,0
8.0,2000.0,20,0,161,10,2022,14,38,5560,1,136,1,2,8,36,1,2,2,-0.9322892131745133,0.36171373072976765,1,0
20.0,1000.0,21,4,160,9,2022,14,776,9463,7,254,3,35,70,19,1,2,1,-0.9259247771938498,0.3777079652039649,1,0
21.0,900.0,13,1,164,13,2022,14,1116,6740,4,35,6,10,112,127,0,2,1,-0.9497178427914316,0.3131070409358269,0,0
1.0,0.0,21,1,164,13,2022,14,780,10645,4,11,0,0,125,31,1,2,3,-0.9497178427914316,0.3131070409358269,1,0
10.0,0.0,10,5,165,14,2022,14,769,2437,4,37,4,46,25,33,2,2,3,-0.9549667548552551,0.29671281927349075,0,0
9.0,1700.0,22,0,161,10,2022,14,1082,4698,3,217,3,35,33,5,1,2,2,-0.9322892131745133,0.36171373072976765,1,0
10.0,0.0,15,5,165,14,2022,14,915,10645,5,37,4,30,85,104,0,2,4,-0.9549667548552551,0.29671281927349075,0,0
30.0,0.0,19,5,165,14,2022,14,779,10645,8,31,5,36,74,23,1,2,3,-0.9549667548552551,0.29671281927349075,0,0
21.0,500.0,11,5,165,14,2022,14,99,10645,5,11,4,30,77,62,2,2,4,-0.9549667548552551,0.29671281927349075,0,0
10.0,120.0,16,2,162,11,2022,14,1105,10645,7,254,5,18,43,42,0,2,4,-0.9383773917408641,0.3456123126707335,0,1
18.0,1800.0,16,5,165,14,2022,14,776,8322,4,217,5,36,75,6,0,2,2,-0.9549667548552551,0.29671281927349075,0,0
0.0,420.0,12,3,163,12,2022,15,780,9345,3,57,1,19,92,32,2,2,4,-0.9441875088341993,0.3294084822245304,0,1
20.0,1100.0,7,6,166,15,2022,15,412,10645,3,136,5,36,75,6,2,2,2,-0.9599326896597447,0.28023067519921585,0,0
21.0,650.0,21,5,165,14,2022,15,1073,1140,3,254,0,0,18,72,1,2,1,-0.9549667548552551,0.29671281927349075,1,0
21.0,239.0,0,3,142,22,2022,15,1011,10645,3,136,5,27,83,71,3,1,4,-0.766658819300159,0.6420547132365637,1,1
0.0,1500.0,23,5,165,14,2022,15,725,6718,1,38,5,27,77,62,1,2,2,-0.9549667548552551,0.29671281927349075,1,0
4.0,2535.0,7,5,165,14,2022,15,780,10645,1,119,5,36,76,123,2,2,0,-0.9549667548552551,0.29671281927349075,0,0
24.0,450.0,15,5,165,14,2022,15,776,5496,3,11,0,0,56,17,0,2,4,-0.9549667548552551,0.29671281927349075,0,0
10.0,2100.0,13,5,158,7,2022,15,776,2940,7,11,5,27,74,23,0,2,0,-0.9123747579707273,0.4093559588156213,0,0
0.0,450.0,9,6,166,15,2022,15,876,3085,10,119,5,36,103,83,2,2,4,-0.9599326896597447,0.28023067519921585,0,0
10.0,250.0,11,6,152,1,2022,15,1103,10486,7,255,0,0,30,140,2,2,4,-0.865307254363206,0.5012418134457758,0,0
27.0,1500.0,18,5,165,14,2022,15,1073,4685,10,11,1,2,76,123,0,2,2,-0.9549667548552551,0.29671281927349075,0,0
14.0,150.0,21,5,165,14,2022,15,830,10548,3,11,1,19,1,81,1,2,4,-0.9549667548552551,0.29671281927349075,1,0
21.0,800.0,8,5,165,14,2022,15,410,1841,3,11,5,27,50,130,2,2,1,-0.9549667548552551,0.29671281927349075,0,0
14.0,600.0,9,5,165,14,2022,15,915,10645,7,163,1,19,97,105,2,2,1,-0.9549667548552551,0.29671281927349075,0,0
0.0,180.0,0,5,158,7,2022,15,1025,10645,3,136,2,45,75,6,3,2,4,-0.9123747579707273,0.4093559588156213,1,0
5.0,450.0,21,3,149,29,2022,16,780,4076,4,119,3,35,1,81,1,1,4,-0.8382797052177744,0.545240438540651,1,1
7.0,250.0,21,0,274,1,2021,16,1131,6670,3,11,0,0,75,6,1,0,4,0.004303538296243821,-0.9999907397361901,1,0
20.0,600.0,9,5,165,14,2022,16,1011,10645,3,11,0,0,94,3,2,2,1,-0.9549667548552551,0.29671281927349075,0,0
8.0,1020.0,19,4,167,16,2022,16,410,1534,4,11,5,36,75,6,1,2,2,-0.9646141756912435,0.26366549272800704,0,0
20.0,4000.0,21,4,167,16,2022,16,776,10645,7,96,1,2,74,23,1,2,0,-0.9646141756912435,0.26366549272800704,1,0
15.0,800.0,12,1,157,6,2022,16,254,10119,7,86,0,0,83,71,2,2,1,-0.9051931898913974,0.42500033996955416,0,0
0.0,500.0,0,4,167,16,2022,16,920,10645,7,86,4,30,70,19,3,2,4,-0.9646141756912435,0.26366549272800704,1,0
30.0,1200.0,18,4,167,16,2022,16,776,8712,8,254,5,36,75,6,0,2,2,-0.9646141756912435,0.26366549272800704,0,0
6.0,0.0,8,4,167,16,2022,16,1011,10645,3,37,6,10,76,123,2,2,4,-0.9646141756912435,0.26366549272800704,0,0
1.0,400.0,22,5,165,14,2022,16,780,9564,3,11,0,0,56,17,1,2,4,-0.9549667548552551,0.29671281927349075,1,0
9.0,1029.0,22,6,166,15,2022,16,410,8270,3,136,4,30,83,71,1,2,2,-0.9599326896597447,0.28023067519921585,1,0
18.0,800.0,16,6,166,15,2022,16,780,10645,3,136,5,36,75,6,0,2,1,-0.9599326896597447,0.28023067519921585,0,0
21.0,300.0,5,4,167,16,2022,16,175,1597,3,136,0,0,32,25,3,2,4,-0.9646141756912435,0.26366549272800704,1,0
3.0,1800.0,0,1,164,13,2022,16,734,9191,8,11,5,36,72,79,3,2,2,-0.9497178427914316,0.3131070409358269,1,0
8.0,1020.0,19,4,167,16,2022,16,410,10645,10,11,5,36,75,6,1,2,2,-0.9646141756912435,0.26366549272800704,0,0
20.0,1200.0,14,5,165,14,2022,16,1105,10645,7,119,5,36,81,88,0,2,2,-0.9549667548552551,0.29671281927349075,0,0
1.0,2400.0,15,4,167,16,2022,16,711,10645,1,11,5,36,76,123,0,2,0,-0.9646141756912435,0.26366549272800704,0,0
15.0,800.0,12,1,157,6,2022,16,1073,6914,3,11,0,0,83,71,2,2,1,-0.9051931898913974,0.42500033996955416,0,0
7.0,2168.0,2,4,167,16,2022,17,725,6550,1,255,0,0,94,3,3,2,0,-0.9646141756912435,0.26366549272800704,1,0
21.0,400.0,7,0,168,17,2022,17,776,10645,4,136,3,35,50,130,2,2,4,-0.9690098257244062,0.24702218048093552,0,0
18.0,300.0,9,4,167,16,2022,17,1105,5402,7,37,1,19,121,12,2,2,4,-0.9646141756912435,0.26366549272800704,0,0
1.0,1500.0,3,0,168,17,2022,17,776,10645,11,11,1,2,85,104,3,2,2,-0.9690098257244062,0.24702218048093552,1,0
21.0,600.0,17,0,168,17,2022,17,410,10224,7,11,6,10,137,37,0,2,1,-0.9690098257244062,0.24702218048093552,0,0
21.0,400.0,5,0,168,17,2022,17,564,3562,7,119,4,46,76,123,3,2,4,-0.9690098257244062,0.24702218048093552,1,0
1.0,1500.0,15,2,162,11,2022,17,776,10645,7,11,0,0,76,123,0,2,2,-0.9383773917408641,0.3456123126707335,0,1
20.0,5000.0,11,5,165,14,2022,17,208,2573,7,11,0,0,82,34,2,2,0,-0.9549667548552551,0.29671281927349075,0,0
21.0,400.0,13,0,168,17,2022,17,1105,10645,7,217,5,36,50,130,0,2,4,-0.9690098257244062,0.24702218048093552,0,0
20.0,125.0,13,2,169,18,2022,18,1105,10645,3,11,5,36,72,79,0,2,4,-0.9731183372332619,0.23030567023061221,0,1
40.0,4365.0,4,2,169,18,2022,18,963,2093,1,37,3,35,38,9,3,2,0,-0.9731183372332619,0.23030567023061221,1,1
1.0,3000.0,19,0,168,17,2022,18,250,10908,1,11,5,36,53,91,1,2,0,-0.9690098257244062,0.24702218048093552,0,0
10.0,1840.0,1,1,157,6,2022,18,150,10503,5,155,0,0,76,123,3,2,2,-0.9051931898913974,0.42500033996955416,1,0
